행정구역,2025년01월_총인구수,2025년01월_세대수,2025년01월_세대당 인구,2025년01월_남자 인구수,2025년01월_여자 인구수,2025년01월_남여 비율
서울특별시 송파구 삼전동(1171061000),"28,696","16,159",1.78,"13,447","15,249",0.88
서울특별시 송파구 가락본동(1171062000),"24,700","11,554",2.14,"12,163","12,537",0.97
서울특별시 송파구 가락1동(1171063100),"27,255","9,725",2.8,"13,161","14,094",0.93
서울특별시 송파구 가락2동(1171063200),"30,728","12,376",2.48,"14,985","15,743",0.95
서울특별시 송파구 문정1동(1171064100),"19,678","8,941",2.2,"9,608","10,070",0.95
서울특별시 송파구 문정2동(1171064200),"28,689","15,830",1.81,"13,114","15,575",0.84
서울특별시 송파구 장지동(1171064600),"30,741","13,115",2.34,"14,755","15,986",0.92
서울특별시 송파구 위례동(1171064700),"44,942","14,895",3.02,"21,875","23,067",0.95
서울특별시 송파구 잠실본동(1171065000),"27,520","16,230",1.7,"13,037","14,483",0.9
서울특별시 송파구 잠실2동(1171067000),"34,753","11,525",3.02,"16,635","18,118",0.92
서울특별시 송파구 잠실3동(1171068000),"33,707","11,855",2.84,"15,893","17,814",0.89
서울특별시 송파구 잠실4동(1171069000),"21,008","7,199",2.92,"10,148","10,860",0.93
서울특별시 송파구 잠실6동(1171071000),"16,331","5,835",2.8,"7,718","8,613",0.9
서울특별시 송파구 잠실7동(1171072000),"9,368","3,362",2.79,"4,347","5,021",0.87
서울특별시 강동구 (1174000000),"484,301","215,368",2.25,"236,499","247,802",0.95
서울특별시 강동구 강일동(1174051500),"34,556","13,806",2.5,"16,564","17,992",0.92
서울특별시 강동구 상일제1동(1174052500),"39,160","13,552",2.89,"19,263","19,897",0.97
서울특별시 강동구 상일제2동(1174052600),"13,506","5,333",2.53,"6,294","7,212",0.87
서울특별시 강동구 명일제1동(1174053000),"24,806","9,973",2.49,"12,117","12,689",0.95
서울특별시 강동구 명일제2동(1174054000),"16,795","6,395",2.63,"8,153","8,642",0.94
서울특별시 강동구 고덕제1동(1174055000),"23,737","8,134",2.92,"12,176","11,561",1.05
서울특별시 강동구 고덕제2동(1174056000),"25,345","9,761",2.6,"12,724","12,621",1.01
서울특별시 강동구 암사제1동(1174057000),"33,145","15,940",2.08,"16,363","16,782",0.98
서울특별시 강동구 암사제2동(1174058000),"14,568","6,370",2.29,"7,042","7,526",0.94
서울특별시 강동구 암사제3동(1174059000),"17,030","6,061",2.81,"8,322","8,708",0.96
서울특별시 강동구 천호제1동(1174060000),"25,511","12,903",1.98,"12,466","13,045",0.96
서울특별시 강동구 천호제2동(1174061000),"34,491","18,438",1.87,"16,793","17,698",0.95
서울특별시 강동구 천호제3동(1174062000),"26,143","14,877",1.76,"12,466","13,677",0.91
서울특별시 강동구 성내제1동(1174064000),"19,078","8,201",2.33,"9,140","9,938",0.92
서울특별시 강동구 성내제2동(1174065000),"23,820","13,810",1.72,"11,583","12,237",0.95
서울특별시 강동구 성내제3동(1174066000),"21,688","10,540",2.06,"10,560","11,128",0.95
서울특별시 강동구 길동(1174068500),"47,546","23,501",2.02,"23,053","24,493",0.94
서울특별시 강동구 둔촌제1동(1174069000),"18,505","6,960",2.66,"9,248","9,257",1
서울특별시 강동구 둔촌제2동(1174070000),"24,871","10,813",2.3,"12,172","12,699",0.96
부산광역시  (2600000000),"3,263,891","1,569,695",2.08,"1,588,357","1,675,534",0.95
부산광역시 중구 (2611000000),"37,469","23,509",1.59,"18,209","19,260",0.95
부산광역시 중구 중앙동(2611051000),"3,064","2,444",1.25,"1,411","1,653",0.85
부산광역시 중구 동광동(2611052000),"2,344","1,553",1.51,"1,187","1,157",1.03
부산광역시 중구 대청동(2611053000),"5,628","3,405",1.65,"2,682","2,946",0.91
부산광역시 중구 보수동(2611054500),"10,033","6,117",1.64,"4,790","5,243",0.91
부산광역시 중구 부평동(2611056000),"4,075","2,593",1.57,"1,923","2,152",0.89
부산광역시 중구 광복동(2611057000),861,529,1.63,430,431,1
부산광역시 중구 남포동(2611058000),796,568,1.4,472,324,1.46
부산광역시 중구 영주제1동(2611059000),"4,317","2,858",1.51,"2,219","2,098",1.06
부산광역시 중구 영주제2동(2611060000),"6,351","3,442",1.85,"3,095","3,256",0.95
부산광역시 서구 (2614000000),"103,065","53,584",1.92,"49,454","53,611",0.92
부산광역시 서구 동대신제1동(2614051000),"5,157","2,648",1.95,"2,489","2,668",0.93
부산광역시 서구 동대신제2동(2614052000),"6,430","3,346",1.92,"3,106","3,324",0.93
부산광역시 서구 동대신제3동(2614053000),"7,022","3,734",1.88,"3,305","3,717",0.89
부산광역시 서구 서대신제1동(2614054000),"14,719","6,819",2.16,"6,952","7,767",0.9
부산광역시 서구 서대신제3동(2614056000),"7,341","3,148",2.33,"3,349","3,992",0.84
부산광역시 서구 서대신제4동(2614057000),"6,998","2,944",2.38,"3,355","3,643",0.92
부산광역시 서구 부민동(2614059000),"7,264","4,105",1.77,"3,432","3,832",0.9
부산광역시 서구 아미동(2614061500),"6,295","4,005",1.57,"3,110","3,185",0.98
